area,location,bhk,bath,balcony,parking,furnishing,property_type,age,price,area_per_bhk,bath_per_bhk,age_squared
1294,Yelahanka,1,1,1,2,Semi-Furnished,Apartment,7,9740000,1294.0,1.0,49
2369,HSR Layout,3,3,1,0,Unfurnished,Villa,14,10890000,789.6666666666666,1.0,196
853,Koramangala,3,1,2,1,Fully-Furnished,Independent House,7,4850000,284.3333333333333,0.3333333333333333,49
2309,Yelahanka,4,2,0,2,Semi-Furnished,Independent House,1,23330000,577.25,0.5,1
922,Koramangala,1,2,2,0,Fully-Furnished,Apartment,14,5720000,922.0,2.0,196
2157,HSR Layout,3,4,2,1,Fully-Furnished,Villa,14,26850000,719.0,1.3333333333333333,196
1998,JP Nagar,2,1,0,2,Unfurnished,Independent House,15,11690000,999.0,0.5,225
1376,Marathahalli,1,2,2,0,Semi-Furnished,Villa,11,7330000,1376.0,2.0,121
941,Jayanagar,1,2,0,2,Fully-Furnished,Apartment,5,7590000,941.0,2.0,25
1842,Jayanagar,2,1,1,1,Fully-Furnished,Independent House,4,11400000,921.0,0.5,16
1502,Bannerghatta Road,1,1,0,2,Fully-Furnished,Apartment,7,10820000,1502.0,1.0,49
1854,Hebbal,3,4,0,0,Unfurnished,Independent House,13,12430000,618.0,1.3333333333333333,169
1122,Indiranagar,2,3,1,1,Fully-Furnished,Apartment,7,10630000,561.0,1.5,49
1815,Marathahalli,3,3,0,1,Semi-Furnished,Villa,11,20840000,605.0,1.0,121
2425,Yelahanka,4,4,1,2,Fully-Furnished,Villa,15,16210000,606.25,1.0,225
2450,Yelahanka,5,3,2,2,Unfurnished,Villa,9,12500000,490.0,0.6,81
2067,Koramangala,4,1,0,0,Unfurnished,Independent House,14,11900000,516.75,0.25,196
2303,Malleshwaram,3,4,1,0,Unfurnished,Villa,3,13540000,767.6666666666666,1.3333333333333333,9
1869,Bannerghatta Road,4,5,1,1,Semi-Furnished,Apartment,2,8410000,467.25,1.25,4
1859,KR Puram,4,4,2,1,Unfurnished,Villa,10,20090000,464.75,1.0,100
1417,Indiranagar,3,3,2,1,Semi-Furnished,Independent House,3,13940000,472.3333333333333,1.0,9
2261,Jayanagar,3,4,2,1,Fully-Furnished,Independent House,14,18340000,753.6666666666666,1.3333333333333333,196
1907,Koramangala,2,3,2,2,Unfurnished,Independent House,2,13540000,953.5,1.5,4
2251,Bellandur,2,1,2,1,Unfurnished,Villa,5,10950000,1125.5,0.5,25
2401,Rajajinagar,4,4,2,0,Fully-Furnished,Villa,14,19410000,600.25,1.0,196
1245,Banashankari,3,4,1,1,Fully-Furnished,Villa,7,7660000,415.0,1.3333333333333333,49
1914,Yelahanka,5,6,1,2,Unfurnished,Villa,9,15130000,382.8,1.2,81
2400,BTM Layout,5,6,0,0,Fully-Furnished,Independent House,12,18730000,480.0,1.2,144
1759,Bellandur,2,1,0,0,Semi-Furnished,Villa,13,14750000,879.5,0.5,169
2098,Indiranagar,4,4,1,0,Fully-Furnished,Independent House,7,13640000,524.5,1.0,49
1674,HSR Layout,4,4,0,0,Fully-Furnished,Independent House,3,18120000,418.5,1.0,9
1391,JP Nagar,4,2,1,1,Fully-Furnished,Villa,15,18110000,347.75,0.5,225
1796,Malleshwaram,3,1,1,2,Unfurnished,Apartment,10,10310000,598.6666666666666,0.3333333333333333,100
922,Banashankari,2,1,2,0,Unfurnished,Villa,15,5320000,461.0,0.5,225
1766,Jayanagar,3,4,0,1,Semi-Furnished,Apartment,8,12340000,588.6666666666666,1.3333333333333333,64
1912,Yelahanka,3,1,1,0,Fully-Furnished,Independent House,15,11140000,637.3333333333334,0.3333333333333333,225
1564,Jayanagar,3,1,0,2,Semi-Furnished,Independent House,5,12640000,521.3333333333334,0.3333333333333333,25
2316,HSR Layout,3,2,2,2,Fully-Furnished,Independent House,6,10280000,772.0,0.6666666666666666,36
1011,Sarjapur Road,2,3,0,1,Unfurnished,Villa,1,7140000,505.5,1.5,1
2111,Whitefield,3,3,2,2,Unfurnished,Independent House,1,17900000,703.6666666666666,1.0,1
1424,JP Nagar,5,5,1,2,Unfurnished,Villa,5,15030000,284.8,1.0,25
1109,Kengeri,5,4,2,1,Fully-Furnished,Apartment,2,10250000,221.8,0.8,4
822,Bannerghatta Road,4,2,1,0,Semi-Furnished,Apartment,12,6980000,205.5,0.5,144
1061,Banashankari,2,1,0,1,Unfurnished,Independent House,6,5260000,530.5,0.5,36
2010,Electronic City,2,3,1,1,Unfurnished,Independent House,6,14280000,1005.0,1.5,36
839,Banashankari,4,3,1,2,Semi-Furnished,Apartment,15,5600000,209.75,0.75,225
2271,Jayanagar,3,4,2,2,Unfurnished,Villa,4,14230000,757.0,1.3333333333333333,16
1641,Electronic City,1,1,2,2,Fully-Furnished,Independent House,2,16610000,1641.0,1.0,4
803,HSR Layout,1,2,0,2,Unfurnished,Apartment,14,4230000,803.0,2.0,196
1556,Hebbal,2,1,1,1,Semi-Furnished,Apartment,1,10880000,778.0,0.5,1
891,Bannerghatta Road,5,3,2,0,Unfurnished,Apartment,7,4460000,178.2,0.6,49
1392,BTM Layout,3,1,2,2,Semi-Furnished,Villa,7,12550000,464.0,0.3333333333333333,49
1624,KR Puram,3,1,2,0,Semi-Furnished,Independent House,6,15220000,541.3333333333334,0.3333333333333333,36
1084,Bannerghatta Road,4,1,2,2,Unfurnished,Independent House,11,8380000,271.0,0.25,121
1557,Malleshwaram,1,2,0,2,Fully-Furnished,Independent House,1,13500000,1557.0,2.0,1
1380,KR Puram,2,3,2,1,Semi-Furnished,Villa,11,10460000,690.0,1.5,121
1948,HSR Layout,3,3,0,0,Fully-Furnished,Apartment,3,19530000,649.3333333333334,1.0,9
1323,Bellandur,4,5,0,2,Unfurnished,Apartment,1,9000000,330.75,1.25,1
1398,KR Puram,2,3,1,0,Unfurnished,Villa,12,8070000,699.0,1.5,144
999,Bellandur,2,1,2,0,Unfurnished,Villa,10,4710000,499.5,0.5,100
2108,Bellandur,3,3,0,2,Fully-Furnished,Villa,11,17350000,702.6666666666666,1.0,121
1058,KR Puram,4,4,2,1,Fully-Furnished,Independent House,1,10320000,264.5,1.0,1
2258,Electronic City,5,6,1,2,Unfurnished,Villa,14,12480000,451.6,1.2,196
1649,Yelahanka,2,3,0,1,Unfurnished,Independent House,8,14610000,824.5,1.5,64
1522,Hebbal,3,3,1,1,Semi-Furnished,Apartment,2,11950000,507.3333333333333,1.0,4
2278,KR Puram,4,2,2,0,Unfurnished,Villa,7,19360000,569.5,0.5,49
2277,Bannerghatta Road,1,1,1,0,Fully-Furnished,Apartment,14,23770000,2277.0,1.0,196
1266,Whitefield,5,4,0,1,Semi-Furnished,Independent House,15,9520000,253.2,0.8,225
2279,Koramangala,5,5,0,0,Fully-Furnished,Independent House,7,20940000,455.8,1.0,49
1581,Yelahanka,3,1,2,2,Unfurnished,Apartment,10,10180000,527.0,0.3333333333333333,100
1560,Malleshwaram,2,2,2,0,Unfurnished,Apartment,1,10300000,780.0,1.0,1
2484,Malleshwaram,2,2,0,0,Semi-Furnished,Villa,7,21030000,1242.0,1.0,49
1288,Whitefield,2,1,1,2,Fully-Furnished,Independent House,11,11950000,644.0,0.5,121
1691,Whitefield,5,6,1,2,Unfurnished,Apartment,6,8640000,338.2,1.2,36
2364,Electronic City,1,1,1,2,Unfurnished,Independent House,7,22140000,2364.0,1.0,49
1663,Electronic City,3,1,1,2,Semi-Furnished,Villa,14,15110000,554.3333333333334,0.3333333333333333,196
1785,Yelahanka,5,4,0,0,Fully-Furnished,Villa,11,12890000,357.0,0.8,121
1191,Jayanagar,5,4,2,2,Fully-Furnished,Villa,15,11360000,238.2,0.8,225
1437,Bannerghatta Road,5,5,2,0,Semi-Furnished,Villa,5,16760000,287.4,1.0,25
1496,BTM Layout,2,3,1,1,Fully-Furnished,Apartment,2,12950000,748.0,1.5,4
1076,Kengeri,4,1,0,0,Unfurnished,Apartment,2,6910000,269.0,0.25,4
2220,Jayanagar,5,3,2,2,Semi-Furnished,Independent House,2,14130000,444.0,0.6,4
1484,Kengeri,3,4,0,0,Semi-Furnished,Independent House,15,11250000,494.6666666666667,1.3333333333333333,225
830,HSR Layout,3,1,0,2,Fully-Furnished,Apartment,4,5350000,276.6666666666667,0.3333333333333333,16
1488,BTM Layout,4,1,1,1,Fully-Furnished,Apartment,1,6360000,372.0,0.25,1
980,Banashankari,5,6,2,1,Semi-Furnished,Independent House,8,8200000,196.0,1.2,64
2425,Banashankari,3,1,1,0,Semi-Furnished,Villa,8,20580000,808.3333333333334,0.3333333333333333,64
2001,Bellandur,5,6,0,0,Semi-Furnished,Apartment,3,9260000,400.2,1.2,9
1328,BTM Layout,4,1,0,2,Fully-Furnished,Independent House,15,6580000,332.0,0.25,225
2445,Rajajinagar,5,6,2,0,Fully-Furnished,Independent House,8,16940000,489.0,1.2,64
943,BTM Layout,2,3,1,0,Fully-Furnished,Villa,7,8390000,471.5,1.5,49
889,Hebbal,5,6,2,2,Unfurnished,Apartment,4,2850000,177.8,1.2,16
2130,Banashankari,5,6,0,2,Unfurnished,Independent House,11,9550000,426.0,1.2,121
997,Indiranagar,3,2,0,1,Unfurnished,Independent House,5,4860000,332.3333333333333,0.6666666666666666,25
2058,Rajajinagar,2,2,1,1,Unfurnished,Independent House,6,11880000,1029.0,1.0,36
1854,Banashankari,5,4,2,2,Unfurnished,Villa,4,20500000,370.8,0.8,16
1558,BTM Layout,5,1,0,2,Fully-Furnished,Villa,14,16340000,311.6,0.2,196
1560,Whitefield,5,5,1,1,Semi-Furnished,Apartment,2,12890000,312.0,1.0,4
1061,Marathahalli,4,1,2,2,Unfurnished,Apartment,6,5000000,265.25,0.25,36
1277,Kengeri,5,3,1,2,Fully-Furnished,Villa,11,15870000,255.4,0.6,121
835,Banashankari,1,1,2,2,Fully-Furnished,Apartment,9,7070000,835.0,1.0,81
2261,KR Puram,4,3,2,1,Fully-Furnished,Apartment,1,9790000,565.25,0.75,1
1496,Bellandur,5,6,0,0,Fully-Furnished,Villa,14,14840000,299.2,1.2,196
881,Banashankari,3,4,1,1,Fully-Furnished,Independent House,8,4630000,293.6666666666667,1.3333333333333333,64
1327,KR Puram,5,6,0,1,Semi-Furnished,Apartment,3,8190000,265.4,1.2,9
1052,Hebbal,1,2,1,0,Fully-Furnished,Apartment,14,8370000,1052.0,2.0,196
1155,Sarjapur Road,5,2,0,1,Unfurnished,Independent House,6,9560000,231.0,0.4,36
1984,Banashankari,4,2,2,1,Semi-Furnished,Apartment,13,16240000,496.0,0.5,169
1194,Electronic City,3,1,0,0,Fully-Furnished,Apartment,12,5970000,398.0,0.3333333333333333,144
1244,Hebbal,5,5,2,0,Semi-Furnished,Villa,11,9980000,248.8,1.0,121
1740,Jayanagar,3,2,2,1,Semi-Furnished,Apartment,8,15850000,580.0,0.6666666666666666,64
1419,Bellandur,3,2,1,0,Unfurnished,Apartment,4,5790000,473.0,0.6666666666666666,16
1337,Bannerghatta Road,5,6,2,2,Unfurnished,Independent House,4,6390000,267.4,1.2,16
2130,Indiranagar,3,3,0,0,Semi-Furnished,Apartment,9,7840000,710.0,1.0,81
1972,HSR Layout,4,2,1,1,Unfurnished,Villa,10,13470000,493.0,0.5,100
2066,Jayanagar,2,3,2,2,Fully-Furnished,Independent House,11,12790000,1033.0,1.5,121
2159,Koramangala,1,2,1,1,Fully-Furnished,Apartment,8,8430000,2159.0,2.0,64
1967,Whitefield,2,2,2,1,Fully-Furnished,Independent House,7,14310000,983.5,1.0,49
936,Banashankari,3,4,0,0,Unfurnished,Independent House,10,3410000,312.0,1.3333333333333333,100
2340,Electronic City,3,4,1,0,Semi-Furnished,Independent House,2,23910000,780.0,1.3333333333333333,4
2295,Koramangala,2,3,2,1,Unfurnished,Villa,3,22860000,1147.5,1.5,9
886,Yelahanka,5,1,1,2,Semi-Furnished,Independent House,9,4630000,177.2,0.2,81
1176,Uttarahalli,2,3,2,1,Unfurnished,Apartment,7,10040000,588.0,1.5,49
984,KR Puram,4,4,1,0,Fully-Furnished,Apartment,9,7680000,246.0,1.0,81
1610,BTM Layout,2,2,1,1,Unfurnished,Independent House,13,11630000,805.0,1.0,169
1146,Malleshwaram,4,3,1,1,Unfurnished,Villa,1,11380000,286.5,0.75,1
2071,Yelahanka,1,1,2,1,Semi-Furnished,Independent House,11,12600000,2071.0,1.0,121
2487,Electronic City,5,6,0,1,Fully-Furnished,Villa,14,29550000,497.4,1.2,196
1056,JP Nagar,4,2,1,0,Semi-Furnished,Villa,3,9020000,264.0,0.5,9
1855,Bellandur,3,4,0,0,Fully-Furnished,Independent House,1,11370000,618.3333333333334,1.3333333333333333,1
2138,Banashankari,2,3,0,1,Unfurnished,Independent House,8,11150000,1069.0,1.5,64
1371,Whitefield,1,2,2,0,Unfurnished,Apartment,8,9130000,1371.0,2.0,64
2344,Yelahanka,1,1,0,0,Unfurnished,Villa,14,20730000,2344.0,1.0,196
2076,Uttarahalli,3,1,0,0,Semi-Furnished,Independent House,8,11560000,692.0,0.3333333333333333,64
883,Sarjapur Road,3,4,1,2,Unfurnished,Apartment,12,6930000,294.3333333333333,1.3333333333333333,144
2400,Whitefield,1,2,0,0,Fully-Furnished,Villa,10,18630000,2400.0,2.0,100
1628,KR Puram,4,2,0,2,Unfurnished,Villa,4,12850000,407.0,0.5,16
2405,BTM Layout,1,1,2,0,Fully-Furnished,Villa,2,24960000,2405.0,1.0,4
1053,Electronic City,5,1,1,2,Fully-Furnished,Independent House,8,6580000,210.6,0.2,64
902,KR Puram,4,2,0,2,Fully-Furnished,Apartment,3,3520000,225.5,0.5,9
1075,Bellandur,1,1,1,0,Semi-Furnished,Apartment,6,4510000,1075.0,1.0,36
1235,Banashankari,5,1,2,0,Semi-Furnished,Independent House,10,8470000,247.0,0.2,100
2497,Rajajinagar,4,4,1,1,Semi-Furnished,Apartment,2,13980000,624.25,1.0,4
2298,KR Puram,5,6,1,1,Fully-Furnished,Villa,12,19650000,459.6,1.2,144
2096,Bannerghatta Road,5,3,2,0,Unfurnished,Independent House,8,12790000,419.2,0.6,64
2440,Jayanagar,1,1,2,2,Fully-Furnished,Villa,3,13500000,2440.0,1.0,9
1400,JP Nagar,5,2,1,0,Unfurnished,Independent House,12,6960000,280.0,0.4,144
824,BTM Layout,2,2,0,0,Fully-Furnished,Villa,6,5600000,412.0,1.0,36
1948,HSR Layout,4,4,2,0,Semi-Furnished,Independent House,4,11710000,487.0,1.0,16
2191,Malleshwaram,2,3,2,2,Fully-Furnished,Villa,3,29280000,1095.5,1.5,9
1194,Malleshwaram,5,1,1,2,Semi-Furnished,Apartment,14,9630000,238.8,0.2,196
1798,Indiranagar,2,2,0,1,Unfurnished,Apartment,15,6960000,899.0,1.0,225
1793,HSR Layout,3,4,2,2,Semi-Furnished,Independent House,9,17720000,597.6666666666666,1.3333333333333333,81
1853,Kengeri,4,2,1,0,Semi-Furnished,Villa,10,21890000,463.25,0.5,100
902,Yelahanka,5,3,0,2,Unfurnished,Villa,6,5230000,180.4,0.6,36
1140,KR Puram,4,4,0,0,Unfurnished,Villa,11,6120000,285.0,1.0,121
2170,HSR Layout,5,5,2,2,Semi-Furnished,Villa,5,23780000,434.0,1.0,25
1285,Jayanagar,4,4,2,0,Unfurnished,Villa,11,12650000,321.25,1.0,121
1978,Koramangala,5,4,2,0,Semi-Furnished,Villa,15,20050000,395.6,0.8,225
1923,Banashankari,3,3,2,2,Fully-Furnished,Apartment,5,15350000,641.0,1.0,25
1232,HSR Layout,2,1,0,1,Fully-Furnished,Villa,1,9470000,616.0,0.5,1
1940,Jayanagar,5,4,0,2,Unfurnished,Independent House,7,17170000,388.0,0.8,49
962,Electronic City,3,3,0,0,Unfurnished,Apartment,5,4210000,320.6666666666667,1.0,25
2159,Rajajinagar,3,1,2,2,Semi-Furnished,Independent House,4,19980000,719.6666666666666,0.3333333333333333,16
2332,Bellandur,2,2,0,1,Semi-Furnished,Villa,9,28070000,1166.0,1.0,81
1854,Uttarahalli,4,3,1,2,Semi-Furnished,Independent House,14,17920000,463.5,0.75,196
1214,Koramangala,2,2,2,2,Semi-Furnished,Apartment,13,7880000,607.0,1.0,169
2312,Koramangala,3,4,2,1,Semi-Furnished,Apartment,12,16130000,770.6666666666666,1.3333333333333333,144
1866,Uttarahalli,4,2,0,1,Fully-Furnished,Independent House,5,21270000,466.5,0.5,25
976,KR Puram,2,2,0,0,Fully-Furnished,Villa,7,9870000,488.0,1.0,49
1661,HSR Layout,3,2,1,2,Fully-Furnished,Villa,2,10690000,553.6666666666666,0.6666666666666666,4
2484,Marathahalli,5,1,1,0,Semi-Furnished,Apartment,9,14570000,496.8,0.2,81
1266,Koramangala,3,2,1,2,Semi-Furnished,Independent House,6,7140000,422.0,0.6666666666666666,36
1051,Marathahalli,3,4,1,2,Fully-Furnished,Apartment,4,10970000,350.3333333333333,1.3333333333333333,16
1421,KR Puram,1,1,2,0,Fully-Furnished,Apartment,14,7350000,1421.0,1.0,196
904,Bannerghatta Road,2,3,1,2,Semi-Furnished,Independent House,6,7360000,452.0,1.5,36
804,Hebbal,4,4,2,1,Unfurnished,Villa,11,4250000,201.0,1.0,121
2206,HSR Layout,2,2,1,0,Fully-Furnished,Independent House,15,16820000,1103.0,1.0,225
1969,Sarjapur Road,1,2,2,0,Semi-Furnished,Independent House,8,15970000,1969.0,2.0,64
1553,Sarjapur Road,5,4,1,2,Fully-Furnished,Independent House,3,8240000,310.6,0.8,9
1295,HSR Layout,2,2,0,2,Fully-Furnished,Villa,13,12350000,647.5,1.0,169
1172,Bellandur,5,6,0,1,Unfurnished,Apartment,6,5810000,234.4,1.2,36
1817,Kengeri,4,3,1,1,Unfurnished,Apartment,4,6490000,454.25,0.75,16
1970,Indiranagar,4,3,1,2,Semi-Furnished,Villa,2,12630000,492.5,0.75,4
1370,Malleshwaram,2,1,1,2,Semi-Furnished,Villa,13,11030000,685.0,0.5,169
1863,Malleshwaram,4,5,2,1,Fully-Furnished,Independent House,12,17000000,465.75,1.25,144
1114,Bellandur,3,2,0,1,Semi-Furnished,Apartment,10,4260000,371.3333333333333,0.6666666666666666,100
1681,Indiranagar,4,5,2,0,Semi-Furnished,Villa,2,20550000,420.25,1.25,4
1448,Sarjapur Road,5,6,0,0,Fully-Furnished,Villa,14,19130000,289.6,1.2,196
1711,JP Nagar,1,1,1,2,Fully-Furnished,Independent House,6,19280000,1711.0,1.0,36
1016,BTM Layout,2,1,0,2,Fully-Furnished,Independent House,9,6870000,508.0,0.5,81
2404,Kengeri,3,1,0,0,Semi-Furnished,Independent House,11,13470000,801.3333333333334,0.3333333333333333,121
1204,Kengeri,3,3,2,0,Fully-Furnished,Villa,4,11760000,401.3333333333333,1.0,16
1445,HSR Layout,3,2,1,2,Unfurnished,Apartment,1,7800000,481.6666666666667,0.6666666666666666,1
1502,Rajajinagar,4,4,1,1,Semi-Furnished,Independent House,2,8500000,375.5,1.0,4
1129,Bellandur,5,1,0,2,Fully-Furnished,Villa,11,9200000,225.8,0.2,121
1317,Jayanagar,1,2,2,2,Unfurnished,Villa,4,14380000,1317.0,2.0,16
1194,Hebbal,3,2,1,2,Fully-Furnished,Villa,2,6460000,398.0,0.6666666666666666,4
1143,Uttarahalli,3,3,1,1,Semi-Furnished,Independent House,2,5790000,381.0,1.0,4
1714,Banashankari,1,2,1,0,Unfurnished,Apartment,13,9340000,1714.0,2.0,169
2020,Bellandur,3,3,1,1,Unfurnished,Villa,7,8420000,673.3333333333334,1.0,49
1866,BTM Layout,1,2,2,1,Semi-Furnished,Villa,10,20680000,1866.0,2.0,100
1638,Malleshwaram,3,4,0,2,Semi-Furnished,Apartment,7,11740000,546.0,1.3333333333333333,49
2288,JP Nagar,4,1,2,1,Fully-Furnished,Villa,4,30560000,572.0,0.25,16
2046,Indiranagar,3,2,0,2,Unfurnished,Apartment,10,15240000,682.0,0.6666666666666666,100
1562,Malleshwaram,5,2,1,0,Semi-Furnished,Villa,15,18320000,312.4,0.4,225
1268,HSR Layout,2,3,0,1,Fully-Furnished,Apartment,14,11190000,634.0,1.5,196
2271,Marathahalli,1,1,1,1,Semi-Furnished,Independent House,4,23720000,2271.0,1.0,16
2392,BTM Layout,3,2,0,2,Unfurnished,Villa,2,22040000,797.3333333333334,0.6666666666666666,4
1167,Kengeri,5,6,1,0,Unfurnished,Apartment,6,6540000,233.4,1.2,36
2124,HSR Layout,5,2,1,2,Semi-Furnished,Villa,15,23450000,424.8,0.4,225
1610,Bannerghatta Road,2,3,1,2,Fully-Furnished,Independent House,4,9480000,805.0,1.5,16
1590,JP Nagar,2,2,1,1,Unfurnished,Apartment,8,10540000,795.0,1.0,64
1131,Banashankari,1,1,1,2,Fully-Furnished,Villa,7,13120000,1131.0,1.0,49
2318,Marathahalli,1,2,1,2,Fully-Furnished,Independent House,10,19820000,2318.0,2.0,100
874,Marathahalli,1,2,2,1,Fully-Furnished,Independent House,6,4020000,874.0,2.0,36
1366,Indiranagar,3,3,2,0,Fully-Furnished,Apartment,8,8150000,455.3333333333333,1.0,64
818,Yelahanka,3,1,2,2,Semi-Furnished,Independent House,1,5870000,272.6666666666667,0.3333333333333333,1
1756,Jayanagar,3,4,1,2,Semi-Furnished,Villa,11,8330000,585.3333333333334,1.3333333333333333,121
2228,BTM Layout,5,5,2,2,Semi-Furnished,Independent House,11,9310000,445.6,1.0,121
1390,Malleshwaram,3,1,0,0,Unfurnished,Independent House,3,10590000,463.3333333333333,0.3333333333333333,9
1634,Marathahalli,1,2,0,0,Semi-Furnished,Independent House,13,14400000,1634.0,2.0,169
2072,Rajajinagar,1,1,1,0,Semi-Furnished,Villa,1,17310000,2072.0,1.0,1
1833,BTM Layout,3,4,1,1,Fully-Furnished,Villa,14,19120000,611.0,1.3333333333333333,196
1155,Koramangala,3,4,2,0,Semi-Furnished,Villa,14,12090000,385.0,1.3333333333333333,196
1312,Electronic City,4,3,2,2,Unfurnished,Villa,8,8250000,328.0,0.75,64
1403,BTM Layout,2,1,1,2,Unfurnished,Independent House,1,12040000,701.5,0.5,1
1146,Sarjapur Road,1,2,0,1,Fully-Furnished,Apartment,5,7000000,1146.0,2.0,25
2177,Malleshwaram,5,1,2,0,Unfurnished,Independent House,6,13720000,435.4,0.2,36
2130,Jayanagar,1,1,2,0,Unfurnished,Independent House,5,11870000,2130.0,1.0,25
1511,Marathahalli,4,3,0,2,Unfurnished,Villa,9,7880000,377.75,0.75,81
1172,Jayanagar,5,6,2,1,Unfurnished,Villa,9,7230000,234.4,1.2,81
1997,Kengeri,4,4,0,0,Fully-Furnished,Villa,10,12460000,499.25,1.0,100
1850,Rajajinagar,4,4,2,2,Unfurnished,Independent House,13,16220000,462.5,1.0,169
1450,Banashankari,4,5,1,0,Unfurnished,Independent House,11,13330000,362.5,1.25,121
1290,Bannerghatta Road,1,2,2,1,Semi-Furnished,Independent House,2,5170000,1290.0,2.0,4
1121,Indiranagar,4,3,2,2,Fully-Furnished,Independent House,2,11300000,280.25,0.75,4
2395,Yelahanka,5,5,2,1,Semi-Furnished,Independent House,12,15080000,479.0,1.0,144
1304,Malleshwaram,1,2,0,1,Unfurnished,Independent House,15,10550000,1304.0,2.0,225
2126,KR Puram,2,2,0,0,Unfurnished,Independent House,11,18940000,1063.0,1.0,121
2097,Malleshwaram,3,3,1,0,Unfurnished,Apartment,8,7000000,699.0,1.0,64
1139,HSR Layout,5,2,0,1,Semi-Furnished,Apartment,9,4840000,227.8,0.4,81
917,Banashankari,3,3,2,1,Unfurnished,Apartment,5,7600000,305.6666666666667,1.0,25
1473,Banashankari,3,3,1,0,Semi-Furnished,Villa,5,13930000,491.0,1.0,25
1188,Bannerghatta Road,4,2,2,1,Fully-Furnished,Villa,12,12380000,297.0,0.5,144
851,Yelahanka,5,6,2,2,Semi-Furnished,Villa,3,8430000,170.2,1.2,9
1327,KR Puram,2,3,0,1,Fully-Furnished,Apartment,8,13560000,663.5,1.5,64
2408,JP Nagar,1,1,0,1,Fully-Furnished,Independent House,14,20800000,2408.0,1.0,196
1518,Banashankari,4,4,1,0,Unfurnished,Independent House,2,13770000,379.5,1.0,4
2360,Sarjapur Road,2,1,0,1,Unfurnished,Independent House,9,11070000,1180.0,0.5,81
1690,Whitefield,3,3,0,0,Unfurnished,Independent House,1,9420000,563.3333333333334,1.0,1
1930,JP Nagar,5,4,0,2,Unfurnished,Villa,7,20230000,386.0,0.8,49
1217,Rajajinagar,3,1,1,0,Semi-Furnished,Independent House,14,8100000,405.6666666666667,0.3333333333333333,196
848,Bellandur,2,3,0,1,Fully-Furnished,Villa,7,4290000,424.0,1.5,49
1449,BTM Layout,2,1,1,0,Fully-Furnished,Independent House,7,11130000,724.5,0.5,49
1121,Electronic City,1,2,2,0,Fully-Furnished,Independent House,11,5040000,1121.0,2.0,121
1641,Banashankari,2,3,0,1,Unfurnished,Apartment,4,11910000,820.5,1.5,16
2456,Bannerghatta Road,2,2,2,1,Semi-Furnished,Apartment,2,21390000,1228.0,1.0,4
1894,Banashankari,5,3,1,1,Fully-Furnished,Independent House,2,12290000,378.8,0.6,4
1268,Yelahanka,5,4,2,0,Unfurnished,Independent House,7,5700000,253.6,0.8,49
1678,Whitefield,5,5,2,1,Fully-Furnished,Apartment,4,14090000,335.6,1.0,16
1862,HSR Layout,4,1,1,0,Semi-Furnished,Apartment,7,14040000,465.5,0.25,49
1749,Electronic City,4,3,1,2,Unfurnished,Villa,2,18220000,437.25,0.75,4
1804,Electronic City,3,4,2,2,Fully-Furnished,Independent House,4,9980000,601.3333333333334,1.3333333333333333,16
2039,Jayanagar,3,4,1,2,Fully-Furnished,Villa,12,16120000,679.6666666666666,1.3333333333333333,144
2132,JP Nagar,3,1,0,0,Unfurnished,Apartment,7,15050000,710.6666666666666,0.3333333333333333,49
1796,Bannerghatta Road,4,1,2,2,Semi-Furnished,Villa,2,19220000,449.0,0.25,4
2058,Koramangala,3,3,2,2,Semi-Furnished,Apartment,5,12380000,686.0,1.0,25
2142,Bellandur,3,2,2,0,Unfurnished,Independent House,8,15980000,714.0,0.6666666666666666,64
1654,Marathahalli,2,1,2,0,Fully-Furnished,Independent House,15,12800000,827.0,0.5,225
1053,Malleshwaram,5,5,0,2,Fully-Furnished,Independent House,14,7020000,210.6,1.0,196
2052,Hebbal,1,2,2,0,Semi-Furnished,Villa,9,18300000,2052.0,2.0,81
1871,Yelahanka,1,2,1,2,Fully-Furnished,Apartment,12,9610000,1871.0,2.0,144
2181,Yelahanka,4,4,1,1,Unfurnished,Villa,8,21060000,545.25,1.0,64
1103,Marathahalli,2,1,2,2,Semi-Furnished,Apartment,11,7020000,551.5,0.5,121
1954,Bannerghatta Road,5,6,2,1,Semi-Furnished,Villa,4,19490000,390.8,1.2,16
1155,BTM Layout,3,1,0,0,Fully-Furnished,Apartment,11,6090000,385.0,0.3333333333333333,121
1702,Bannerghatta Road,5,4,1,2,Fully-Furnished,Apartment,15,9580000,340.4,0.8,225
946,BTM Layout,5,3,2,1,Fully-Furnished,Villa,12,7440000,189.2,0.6,144
1551,Sarjapur Road,5,4,0,2,Semi-Furnished,Apartment,14,11320000,310.2,0.8,196
817,JP Nagar,3,4,0,1,Semi-Furnished,Apartment,1,4510000,272.3333333333333,1.3333333333333333,1
2186,Yelahanka,3,4,0,2,Unfurnished,Independent House,11,11350000,728.6666666666666,1.3333333333333333,121
1355,Bannerghatta Road,4,2,2,1,Semi-Furnished,Apartment,6,9610000,338.75,0.5,36
1349,BTM Layout,2,2,0,0,Fully-Furnished,Independent House,15,11110000,674.5,1.0,225
1129,Banashankari,3,3,2,0,Fully-Furnished,Apartment,7,10260000,376.3333333333333,1.0,49
1254,Bannerghatta Road,3,1,2,0,Unfurnished,Apartment,5,5380000,418.0,0.3333333333333333,25
